规范番号,原始番号,系列,候选来源,标题,发行日期,文章日期,表格位置,AsiaMonstr详情页地址,官方证据地址,历史记录位置,访问结果,核查时间,分类,判断理由,建议处理
JMSZ-56,JMSZ-56,JMSZ,asiamonstr; gap,JMSZ-56 Plump Wife Heroine -Housewife Pink Fallen,,"July 1, 2017",,https://www.asiamonstr.com/giga/jmsz-56-plump-wife-heroine-housewife-pink-fallen-to-the-pleasure-training-natsuki-narumi.html,https://www.giga-web.jp/db_titles/jmsz/jmsz56/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:25+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
JMSZ-57,JMSZ-57,JMSZ,asiamonstr; gap,JMSZ-57 Female Cadre Larussa -Force Red Reverse Insult,,"August 7, 2017",,https://www.asiamonstr.com/giga/jmsz-57-female-cadre-larussa-force-red-reverse-insult-kaho-shibuya.html,https://www.giga-web.jp/db_titles/jmsz/jmsz57/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:25+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
JMSZ-7,JMSZ-7,JMSZ,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
JMSZ-83,JMSZ-83,JMSZ,asiamonstr; gap,JMSZ-83 Hero Insult -Female Cadre Vel Maria –,,"February 10, 2020",,https://www.asiamonstr.com/giga/jmsz-83-hero-insult-female-cadre-vel-maria-the-dangerous-beauty-misato-nonomiya.html,https://www.giga-web.jp/db_titles/jmsz/jmsz83/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:25+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
JMSZ-86,JMSZ-86,JMSZ,asiamonstr; gap; historical-catalog; historical-link-index; history,JMSZ-86 Miracle Momo Episode.0,2020-09-11,"August 20, 2020",,https://www.asiamonstr.com/giga/jmsz-86-miracle-momo-episode-0-mitsuki-nagisa-saku-kurosaki.html,https://www.giga-web.jp/db_titles/jmsz/jmsz86/pac_s.jpg,0f1fe95ab25224f11cfd8fe304a3ed14a4fdd3ec:public/data/catalog.json; 8104579b6cc7411748b1685868af22e5b8d0dd77:public/data/catalog.json; D:\giga-catalog\data.json:video 2352; D:\giga-catalog\links.json:key JMSZ-86; b2f7a3e714bd49d9fa8c262d4460ce09c5286ec0:public/data/catalog.json; b8c1609c6eab57a96d6486d18175d4ee1c52d257:public/data/catalog.json; fb07a3ad9a69a3a57c96eab4405e1d5f45c507ed:public/data/catalog.json,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:26+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
MEBO-3,MEBO-03,MEBO,asiamonstr; gap,MEBO-03 We are the Third Force! Reserve Ranger,,"November 1, 2016",,https://www.asiamonstr.com/giga/mebo-03-third-force-reserve-ranger-mai-tamaki.html,https://www.giga-web.jp/db_titles/mebo/mebo03/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:26+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
MNFC-10,MNFC-10,MNFC,asiamonstr; gap,MNFC-10 Heroine Insult Club 10 -Dimension Female Fighter Helena Yurika Amane,,"December 5, 2018",,https://www.asiamonstr.com/giga/mnfc-10-heroine-insult-club-10-dimension-female-fighter-helena-yurika-amane.html,https://www.giga-web.jp/db_titles/mnfc/mnfc10/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:26+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
MNFC-19,MNFC-19,MNFC,asiamonstr,MNFC-19 Heroine Surrender Club -Spandexer Cosmo Angel –,,"March 31, 2020",,https://www.asiamonstr.com/giga/mnfc-19-heroine-surrender-club-spandexer-cosmo-angel-skea-boy-misato-nonomiya.html,https://www.giga-web.jp/db_titles/mnfc/mnfc19/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:27+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
MNFC-4,MNFC-04,MNFC,asiamonstr; gap,MNFC-04 Heroine Insult Club 04 Spandexer Cosmo Angel,,"May 26, 2018",,https://www.asiamonstr.com/giga/mnfc-04-heroine-insult-club-04-spandexer-cosmo-angel-reina-nakatani.html,https://www.giga-web.jp/db_titles/mnfc/mnfc04/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:27+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
NTSP-2,NTSP-02,NTSP,asiamonstr,NTSP-02 Fatal Force – The Legend of the Fire Eagle Pack,,"April 9, 2014",,https://www.asiamonstr.com/giga/ntsp-02-fatal-force-the-legend-of-the-fire-eagle-pack-an-mizuki.html,https://www.giga-web.jp/db_titles/ntsp/ntsp02/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:27+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
NTSP-3,NTSP-03,NTSP,asiamonstr,NTSP-03 Bushido Girls,,"April 15, 2014",,https://www.asiamonstr.com/giga/ntsp-03-bushido-girls-yurina-ayashiro.html,https://www.giga-web.jp/db_titles/ntsp/ntsp03/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:28+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
PDLN-129,PDLN-129,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PDLN-130,PDLN-130,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PDLN-131,PDLN-131,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PDLN-132,PDLN-132,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PDLN-133,PDLN-133,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PDLN-135,PDLN-135,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PDLN-137,PDLN-137,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PDLN-139,PDLN-139,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PDLN-142,PDLN-142,PDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-102,PMID-102,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-103,PMID-103,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-104,PMID-104,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-105,PMID-105,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-110,PMID-110,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-111,PMID-111,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-114,PMID-114,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-115,PMID-115,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-116,PMID-116,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-119,PMID-119,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-120,PMID-120,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-121,PMID-121,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-123,PMID-123,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-20,PMID-20,PMID,official,ショタコン 第二巻,2007-11-09,,,,https://www.giga-web.jp/product/index.php?product_id=1001,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-29,PMID-29,PMID,official,男女・交錯 第二巻,2007-10-18,,,,https://www.giga-web.jp/product/index.php?product_id=924,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-7,PMID-7,PMID,official,巨大女 第一巻,2005-03-23,,,,https://www.giga-web.jp/product/index.php?product_id=939,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-77,PMID-77,PMID,official,憑依 第一巻,2007-03-22,,,,https://www.giga-web.jp/product/index.php?product_id=951,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-78,PMID-78,PMID,official,憑依 第二巻,2007-03-22,,,,https://www.giga-web.jp/product/index.php?product_id=952,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-8,PMID-8,PMID,official,巨大女 第二巻,2005-03-23,,,,https://www.giga-web.jp/product/index.php?product_id=940,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-81,PMID-81,PMID,official,透明人間 第一巻,2007-07-10,,,,https://www.giga-web.jp/product/index.php?product_id=1022,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-82,PMID-82,PMID,official,透明人間 第二巻,2007-07-10,,,,https://www.giga-web.jp/product/index.php?product_id=1023,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-84,PMID-84,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-85,PMID-85,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-86,PMID-86,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-87,PMID-87,PMID,gap; official,ショタコン 第四巻,2007-11-09,,,,https://www.giga-web.jp/product/index.php?product_id=998,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-88,PMID-88,PMID,gap; official,改造人間 第四巻,2007-11-09,,,,https://www.giga-web.jp/product/index.php?product_id=965,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-89,PMID-89,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-9,PMID-9,PMID,official,巨大女 第三巻,2005-03-23,,,,https://www.giga-web.jp/product/index.php?product_id=941,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
PMID-91,PMID-91,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-97,PMID-97,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
PMID-99,PMID-99,PMID,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
RYOJ-17,RYOJ-17,RYOJ,asiamonstr; gap,RYOJ-17 Heroine Insult Vol.117 -Sailor Diana,,"April 17, 2019",,https://www.asiamonstr.com/giga/ryoj-17-heroine-insult-vol-117-sailor-diana-erina-ichihashi.html,https://www.giga-web.jp/db_titles/ryoj/ryoj17/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:28+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
RYOJ-2,RYOJ-02,RYOJ,asiamonstr; gap,RYOJ-02 Heroine Insult Vol.102 -Spider Lady,,"November 13, 2017",,https://www.asiamonstr.com/giga/ryoj-02-heroine-insult-vol-102-spider-lady-miori-matsushita.html,https://www.giga-web.jp/db_titles/ryoj/ryoj02/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:28+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
SGKA-11,SGKA-11,SGKA,asiamonstr; gap,SGKA-11 Hand Picked Scenes Over 200 Minutes Jav Film Sex,,"February 26, 2013",,https://www.asiamonstr.com/giga/sgka-11-hand-picked-scenes-over-200-minutes-jav-film-sex.html,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,历史条目，状态待核实,外部或历史来源明确记载，但当前官方状态未获确认,仍需核实
SGKA-12,SGKA-12,SGKA,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
SGKA-15,SGKA-15,SGKA,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
SGKA-9,SGKA-9,SGKA,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
SNGM-4,SNGM-04,SNGM,asiamonstr; gap,SNGM-04 Dark Elf Knight Arnas,,"March 18, 2017",,https://www.asiamonstr.com/giga/sngm-04-dark-elf-knight-arnas-kaho-shibuya.html,https://www.giga-web.jp/db_titles/sngm/sngm04/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:30+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
STAK-18,STAK-18,STAK,asiamonstr; gap,STAK-18 Hinawa-Gun,,"April 2, 2015",,https://www.asiamonstr.com/giga/stak-18-hinawa-gun-yurina-ayashiro.html,https://www.giga-web.jp/db_titles/stak/stak18/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:30+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
